Last,First,year_start,year_end,trimmed_first,years_played
Canale, Rocco,1943,1947,Rocco,4
Rhea, Floyd,1943,1947,Floyd,4
Ippolito, Tony,1943,1943,Tony,0
Marone, Sal,1943,1943,Sal,0
Marotti, Lou,1943,1945,Lou,2
Johnson, Cecil,1943,1944,Cecil,1
Matheson, Jack,1943,1947,Jack,4
Reutt, Ray,1943,1943,Ray,0
Cahill, Ronnie,1943,1943,Ronnie,0
Vodicka, Joe,1943,1945,Joe,2
Leon, Tony,1943,1946,Tony,3
Piasecky, Alex,1943,1945,Alex,2
Laux, Ted,1943,1944,Ted,1
Setcavage, Joe,1943,1943,Joe,0
Fiorentino, Al,1943,1945,Al,2
Webb, George,1943,1943,George,0
Wehba, Ray,1943,1944,Ray,1
Jenkins, Jack,1943,1947,Jack,4
Rexer, Freeman,1943,1945,Freeman,2
Nix, Emery,1943,1946,Emery,3
Bandura, John,1943,1943,John,0
Marek, Jodie,1943,1943,Jodie,0
Layden, Bob,1943,1943,Bob,0
Gauer, Charlie,1943,1945,Charlie,2
Roberts, Tom,1943,1945,Tom,2
Liles, Sonny,1943,1945,Sonny,2
Ghersanich, Vern,1943,1943,Vern,0
Fenenbock, Chuck,1943,1948,Chuck,5
Paschka, Gordon,1943,1947,Gordon,4
Ketzko, Alex,1943,1943,Alex,0
Paschal, Bill,1943,1948,Bill,5
Calligaro, Len,1944,1944,Len,0
Zorich, George,1944,1947,George,3
Manzini, Bap,1944,1948,Bap,4
Reynolds, Bill,1944,1945,Bill,1
Perkins, Don,1944,1946,Don,2
West, Walter,1944,1944,Walter,0
Aiello, Tony,1944,1944,Tony,0
Olsen, Norm,1944,1944,Norm,0
Nowak, Walt,1944,1944,Walt,0
Tollefson, Chuck,1944,1946,Chuck,2
Scarry, Mike,1944,1947,Mike,3
Franco, Ed,1944,1944,Ed,0
Maronic, Duke,1944,1951,Duke,7
Natowich, Andy,1944,1944,Andy,0
Reisz, Albie,1944,1947,Albie,3
Kane, Herb,1944,1945,Herb,1
Lafitte, Bill,1944,1944,Bill,0
Fagioli, Carl,1944,1944,Carl,0
Ellis, John,1944,1944,John,0
Marcus, Pete,1944,1944,Pete,0
Weiss, John,1944,1947,John,3
Karrs, John,1944,1944,John,0
Lear, Les,1944,1947,Les,3
Banducci, Bruno,1944,1954,Bruno,10
Goldman, Sam,1944,1949,Sam,5
Fordham, Jim,1944,1945,Jim,1
Riffle, Charley,1944,1948,Charley,4
Bedore, Tom,1944,1944,Tom,0
Damiani, Frank,1944,1944,Frank,0
Kabealo, Mike,1944,1944,Mike,0
Lindskog, Vic,1944,1951,Vic,7
Santora, Frank,1944,1944,Frank,0
Sharp, Ev,1944,1945,Ev,1
Foltz, Vern,1944,1945,Vern,1
Weldon, Larry,1944,1945,Larry,1
Marko, Steve,1944,1944,Steve,0
Umont, Frank,1944,1945,Frank,1
Konetsky, Floyd,1944,1947,Floyd,3
Kennedy, Tom,1944,1944,Tom,0
Tiller, Morgan,1944,1945,Morgan,1
Hansen, Dale,1944,1948,Dale,4
Semes, Bernie,1944,1944,Bernie,0
Taylor, Chuck,1944,1944,Chuck,0
Campofreda, Nick,1944,1944,Nick,0
Magulick, George,1944,1944,George,0
Petrilas, Bill,1944,1945,Bill,1
Riggs, Thron,1944,1944,Thron,0
Magee, Jim,1944,1946,Jim,2
Kercher, Bob,1944,1944,Bob,0
McCarthy, John,1944,1944,John,0
North, Jim,1944,1944,Jim,0
Keenan, Jack,1944,1945,Jack,1
Uguccioni, Rocky,1944,1944,Rocky,0
Weeks, George,1944,1944,George,0
Ungerer, Joe,1944,1945,Joe,1
Mandarino, Mike,1944,1945,Mike,1
Macioszczyk, Art,1944,1948,Art,4
Walker, Bill,1944,1945,Bill,1
Van Buren, Steve,1944,1951,Steve,7
Ucovich, Mitch,1944,1945,Mitch,1
Beebe, Keith,1944,1944,Keith,0
Korisky, Ed,1944,1944,Ed,0
Kelly, Elmo,1944,1944,Elmo,0
Gaziano, Frank,1944,1944,Frank,0
Ware, Charlie,1944,1944,Charlie,0
Westfall, Bob,1944,1947,Bob,3
Sanders, Paul,1944,1944,Paul,0
Dawley, Fred,1944,1944,Fred,0
Lindon, Luke,1944,1945,Luke,1
Glenn, Bill,1944,1944,Bill,0
Eiden, Ed,1944,1944,Ed,0
Yovicsin, John,1944,1944,John,0
Harrison, Dick,1944,1944,Dick,0
Margarita, Bob,1944,1946,Bob,2
D'Orazio, Joe,1944,1944,Joe,0
Jarvi, Toimi,1944,1945,Toimi,1
Caranci, Roland,1944,1944,Roland,0
Agajanian, Ben,1945,1964,Ben,19
Campbell, Bill,1945,1949,Bill,4
Lipscomb, Paul,1945,1954,Paul,9
Lindahl, Joe,1945,1945,Joe,0
Oliver, Vince,1945,1945,Vince,0
Frankowski, Ray,1945,1948,Ray,3
Ramsey, Frank,1945,1945,Frank,0
Lazetich, Mike,1945,1950,Mike,5
Pense, Leon,1945,1945,Leon,0
Obeck, Vic,1945,1946,Vic,1
Koniszewski, John,1945,1948,John,3
Barber, Ernie,1945,1945,Ernie,0
Enich, Steve,1945,1945,Steve,0
Keuper, Ken,1945,1948,Ken,3
Foster, Ralph,1945,1946,Ralph,1
Daniell, Jim,1945,1946,Jim,1
Tassos, Damon,1945,1949,Damon,4
Koch, George,1945,1947,George,2
Warren, Buss,1945,1945,Buss,0
Tinsley, Sid,1945,1945,Sid,0
Itzel, Jack,1945,1945,Jack,0
Nemeth, Steve,1945,1947,Steve,2
Mazza, Vince,1945,1949,Vince,4
Tomaini, Army,1945,1945,Army,0
Goodnight, Clyde,1945,1950,Clyde,5
Barbour, Elmer,1945,1945,Elmer,0
Adams, John,1945,1949,John,4
Chamberlain, Garth,1945,1945,Garth,0
Levy, Len,1945,1948,Len,3
Bagarus, Steve,1945,1948,Steve,3
Koshlap, Julie,1945,1945,Julie,0
Ananis, Vito,1945,1945,Vito,0
Dimancheff, Babe,1945,1952,Babe,7
Sachse, Jack,1945,1945,Jack,0
Garner, Bob,1945,1945,Bob,0
DeShane, Chuck,1945,1949,Chuck,4
Masterson, Forrest,1945,1945,Forrest,0
DeFruiter, Bob,1945,1948,Bob,3
Watson, Jim,1945,1945,Jim,0
Lennan, Reid,1945,1947,Reid,2
Karnofsky, Abe,1945,1946,Abe,1
Klotovich, Mike,1945,1945,Mike,0
Anderson, Bill,1945,1945,Bill,0
Kimble, Frank,1945,1945,Frank,0
Zirinsky, Walt,1945,1945,Walt,0
Vucinich, Milt,1945,1945,Milt,0
Watt, Walt,1945,1945,Walt,0
Eckl, Bob,1945,1945,Bob,0
Maeda, Chet,1945,1945,Chet,0
Alberghini, Tom,1945,1945,Tom,0
Nichols, Allen,1945,1945,Allen,0
Weber, Dick,1945,1945,Dick,0
DePascal, Carmine,1945,1945,Carmine,0
DeMao, Al,1945,1953,Al,8
Waterfield, Bob,1945,1952,Bob,7
O'Delli, Mel,1945,1945,Mel,0
Christman, Paul,1945,1950,Paul,5
Filipowicz, Steve,1945,1946,Steve,1
Madarik, Elmer,1945,1948,Elmer,3
Harding, Roger,1945,1949,Roger,4
DePaul, Henry,1945,1945,Henry,0
Hanna, Zip,1945,1945,Zip,0
West, Pat,1945,1948,Pat,3
Petrella, Pepper,1945,1945,Pepper,0
Norman, Bob,1945,1945,Bob,0
Manzo, Joe,1945,1945,Joe,0
Fox, Sam,1945,1945,Sam,0
Eaton, Lou,1945,1945,Lou,0
Zimny, Bob,1945,1949,Bob,4
Cibulas, Joe,1945,1945,Joe,0
Pierre, Joe,1945,1945,Joe,0
Roberson, Lake,1945,1945,Lake,0
Olszewski, Al,1945,1945,Al,0
Eason, Roger,1945,1949,Roger,4
Deeks, Don,1945,1948,Don,3
Thomason, Jim,1945,1945,Jim,0
Little, Jim,1945,1945,Jim,0
Perez, Pete,1945,1945,Pete,0
Gaffney, Jim,1945,1946,Jim,1
Kondrla, John,1945,1945,John,0
Phillips, George,1945,1945,George,0
Neal, Ed,1945,1951,Ed,6
Lindow, Al,1945,1945,Al,0
Kearns, Tom,1945,1946,Tom,1
Barnett, Solon,1945,1946,Solon,1
Evans, Fred,1946,1948,Fred,2
Farris, Tom,1946,1948,Tom,2
Perko, John,1946,1946,John,0
Sarringhaus, Paul,1946,1948,Paul,2
Aberson, Cliff,1946,1946,Cliff,0
Osmanski, Joe,1946,1949,Joe,3
Mauldin, Stan,1946,1948,Stan,2
Thibaut, Jim,1946,1946,Jim,0
Odson, Urban,1946,1949,Urban,3
Gorgone, Pete,1946,1946,Pete,0
Vetrano, Joe,1946,1949,Joe,3
Garnaas, Bill,1946,1948,Bill,2
Terrell, Ray,1946,1947,Ray,1
Pavlich, Charlie,1946,1946,Charlie,0
Mattioli, Frank,1946,1946,Frank,0
Reece, Don,1946,1946,Don,0
Jarmoluk, Mike,1946,1955,Mike,9
Palmer, Derrell,1946,1953,Derrell,7
Harder, Pat,1946,1953,Pat,7
Lamb, Walt,1946,1946,Walt,0
Schroeder, Bill,1946,1947,Bill,1
Cifers, Bob,1946,1949,Bob,3
Reynolds, Jim,1946,1946,Jim,0
Maceau, Mel,1946,1948,Mel,2
Parker, Joe,1946,1947,Joe,1
Lewis, Cliff,1946,1951,Cliff,5
Nelson, Herb,1946,1948,Herb,2
Callahan, Jim,1946,1946,Jim,0
Elsey, Earl,1946,1946,Earl,0
Youel, Jim,1946,1948,Jim,2
Klutka, Nick,1946,1946,Nick,0
Timmons, Charlie,1946,1946,Charlie,0
Kapter, Alex,1946,1946,Alex,0
Mayne, Lew,1946,1948,Lew,2
Nolander, Don,1946,1946,Don,0
Ellenson, Gene,1946,1946,Gene,0
Klenk, Quentin,1946,1946,Quentin,0
Bailey, Sam,1946,1946,Sam,0
Thornton, Rube,1946,1947,Rube,1
Lavelli, Dante,1946,1956,Dante,10
Perpich, George,1946,1947,George,1
Badaczewski, John,1946,1953,John,7
Ormsbee, Elliott,1946,1946,Elliott,0
Quillen, Frank,1946,1947,Frank,1
Daukas, Nick,1946,1947,Nick,1
Verry, Norm,1946,1947,Norm,1
Vogds, Evan,1946,1949,Evan,3
McCaffray, Art,1946,1946,Art,0
Batorski, John,1946,1946,John,0
Harmon, Tommy,1946,1947,Tommy,1
Calcagni, Ralph,1946,1947,Ralph,1
Bell, Ed,1946,1949,Ed,3
Casanega, Ken,1946,1948,Ken,2
Dancewicz, Boley,1946,1948,Boley,2
Wagner, Lowell,1946,1955,Lowell,9
Forte, Bob,1946,1953,Bob,7
Scollard, Nick,1946,1949,Nick,3
McCain, Bob,1946,1946,Bob,0
Renfro, Dick,1946,1946,Dick,0
Harrington, John,1946,1947,John,1
Washington, Kenny,1946,1948,Kenny,2
Vandeweghe, Al,1946,1946,Al,0
Tavener, John,1946,1946,John,0
Angsman, Elmer,1946,1952,Elmer,6
Beals, Alyn,1946,1951,Alyn,5
Pearcy, Jim,1946,1949,Jim,3
Arms, Loyd,1946,1948,Loyd,2
Fekete, Gene,1946,1946,Gene,0
Taylor, Chuck,1946,1946,Chuck,0
Tarrant, Jimmy,1946,1946,Jimmy,0
Lewis, Ernie,1946,1949,Ernie,3
Norberg, Hank,1946,1948,Hank,2
Johnson, Harvey,1946,1951,Harvey,5
Reinhard, Bob,1946,1950,Bob,4
Dean, Tom,1946,1947,Tom,1
Akins, Al,1946,1948,Al,2
Scott, Prince,1946,1946,Prince,0
Forrest, Eddie,1946,1947,Eddie,1
Tackett, Doyle,1946,1948,Doyle,2
Paffrath, Bob,1946,1946,Bob,0
Kennedy, Bob,1946,1950,Bob,4
Kolesar, Bob,1946,1946,Bob,0
Kielbasa, Max,1946,1946,Max,0
Nelson, Jimmy,1946,1946,Jimmy,0
Klapstein, Earl,1946,1946,Earl,0
Keane, Jim,1946,1952,Jim,6
Dekdebrun, Al,1946,1948,Al,2
O'Neal, Jim,1946,1947,Jim,1
Vardian, Johnny,1946,1948,Johnny,2
McCarthy, Jim,1946,1949,Jim,3
Saenz, Eddie,1946,1951,Eddie,5
Davis, Bob,1946,1950,Bob,4
Gatski, Frank,1946,1957,Frank,11
Cato, Daryl,1946,1946,Daryl,0
Vinnola, Paul,1946,1946,Paul,0
Maley, Howie,1946,1947,Howie,1
Johnson, Nate,1946,1950,Nate,4
Naumetz, Fred,1946,1950,Fred,4
Saban, Lou,1946,1949,Lou,3
Wasserbach, Lloyd,1946,1947,Lloyd,1
Kerr, Bill,1946,1946,Bill,0
Fekete, John,1946,1946,John,0
Lee, Gene,1946,1946,Gene,0
Daley, Bill,1946,1948,Bill,2
Ulrich, Hub,1946,1946,Hub,0
Peebles, Jim,1946,1951,Jim,5
Albert, Frankie,1946,1952,Frankie,6
Perina, Bob,1946,1950,Bob,4
Palazzi, Lou,1946,1947,Lou,1
Kimbrough, John,1946,1948,John,2
Armstrong, Charlie,1946,1946,Charlie,0
Johnson, Clyde,1946,1948,Clyde,2
Gorinski, Walt,1946,1946,Walt,0
McCafferty, Don,1946,1946,Don,0
Governali, Paul,1946,1948,Paul,2
Piskor, Roman,1946,1948,Roman,2
Gatewood, Les,1946,1947,Les,1
King, Fay,1946,1949,Fay,3
Ehrhardt, Clyde,1946,1949,Clyde,3
Hardy, Jim,1946,1952,Jim,6
Maack, Herb,1946,1946,Herb,0
Schlinkman, Walt,1946,1949,Walt,3
Repko, Joe,1946,1949,Joe,3
Ward, Bill,1946,1949,Bill,3
Ramsey, Buster,1946,1951,Buster,5
Yokas, Frank,1946,1947,Frank,1
Yackanich, Joe,1946,1948,Joe,2
Parsons, Earle,1946,1947,Earle,1
Lahey, Pat,1946,1947,Pat,1
MacDowell, Jay,1946,1951,Jay,5
Ulinski, Ed,1946,1949,Ed,3
Baldwin, Jack,1946,1948,Jack,2
Balatti, Ed,1946,1948,Ed,2
Davis, Joe,1946,1946,Joe,0
Nussbaumer, Bob,1946,1951,Bob,5
Alford, Bruce,1946,1951,Bruce,5
Sanders, Spec,1946,1950,Spec,4
Warrington, Tex,1946,1948,Tex,2
Gafford, Monk,1946,1948,Monk,2
Cheroke, George,1946,1946,George,0
Olenski, Mitch,1946,1947,Mitch,1
Lamana, Pete,1946,1948,Pete,2
Zupek, Al,1946,1946,Al,0
Schottel, Ivan,1946,1948,Ivan,2
Nygren, Bernie,1946,1947,Bernie,1
Young, George,1946,1953,George,7
Reese, Lloyd,1946,1946,Lloyd,0
Terlep, George,1946,1948,George,2
Thomas, Russ,1946,1949,Russ,3
Fichman, Leon,1946,1947,Leon,1
Remington, Bill,1946,1946,Bill,0
Wells, Don,1946,1949,Don,3
Farmer, Tom,1946,1948,Tom,2
Abbruzzi, Duke,1946,1946,Duke,0
Kmetovic, Pete,1946,1947,Pete,1
Karmazin, Mike,1946,1946,Mike,0
Jaffurs, Johnny,1946,1946,Johnny,0
Schilling, Ralph,1946,1946,Ralph,0
Davis, Lamar,1946,1949,Lamar,3
Titus, George,1946,1946,George,0
Patton, Cliff,1946,1951,Cliff,5
Vezmar, Walt,1946,1947,Walt,1
Gentry, Dale,1946,1948,Dale,2
Martinelli, Patsy,1946,1946,Patsy,0
Jansante, Val,1946,1951,Val,5
Reynolds, Jim,1946,1946,Jim,0
Klug, Al,1946,1948,Al,2
Kellagher, Bill,1946,1948,Bill,2
Franceschi, Pete,1946,1946,Pete,0
Lecture, Jim,1946,1946,Jim,0
Yonakor, John,1946,1952,John,6
Schuler, Bill,1947,1948,Bill,1
Dellerba, Spiro,1947,1949,Spiro,2
Scruggs, Ted,1947,1948,Ted,1
Cardinal, Fred,1947,1947,Fred,0
Ossowski, Ted,1947,1947,Ted,0
Roberts, Choo-Choo,1947,1950,Choo-Choo,3
Martin, Jack,1947,1949,Jack,2
Nobile, Leo,1947,1949,Leo,2
Garrett, Thurman,1947,1948,Thurman,1
Niedziela, Bruno,1947,1947,Bruno,0
Daukas, Lou,1947,1947,Lou,0
Fiorentino, Ed,1947,1947,Ed,0
Baumgartner, Bill,1947,1947,Bill,0
Danehe, Dick,1947,1948,Dick,1
Vogelaar, Carroll,1947,1950,Carroll,3
Esser, Clarence,1947,1947,Clarence,0
Reinhard, Bill,1947,1948,Bill,1
Kekeris, Jim,1947,1948,Jim,1
James, Tommy,1947,1956,Tommy,9
Weedon, Don,1947,1947,Don,0
Agase, Alex,1947,1953,Alex,6
Sharkey, Ed,1947,1956,Ed,9
Mattingly, Fran,1947,1947,Fran,0
Madar, Elmer,1947,1947,Elmer,0
Martin, Caleb,1947,1947,Caleb,0
Kindt, Don,1947,1955,Don,8
Talcott, Don,1947,1947,Don,0
Carpenter, Jack,1947,1949,Jack,2
Adamle, Tony,1947,1954,Tony,7
Mastrangelo, John,1947,1950,John,3
Godwin, Bill,1947,1948,Bill,1
Yonamine, Wally,1947,1947,Wally,0
Champagne, Ed,1947,1950,Ed,3
Jeffers, Ed,1947,1947,Ed,0
Sanchez, John,1947,1950,John,3
Taylor, Hugh,1947,1954,Hugh,7
Schwall, Vic,1947,1950,Vic,3
Reese, Ken,1947,1947,Ken,0
Zilly, Jack,1947,1952,Jack,5
Finlay, Jack,1947,1951,Jack,4
Schleich, Vic,1947,1947,Vic,0
Ramsey, Ray,1947,1953,Ray,6
Young, Buddy,1947,1955,Buddy,8
Patanelli, Mike,1947,1947,Mike,0
Dewar, Jim,1947,1948,Jim,1
Carr, Eddie,1947,1949,Eddie,2
Karwales, Jack,1947,1947,Jack,0
David, Bob,1947,1948,Bob,1
Nilsen, Reed,1947,1947,Reed,0
Bauman, Alf,1947,1950,Alf,3
Tobin, George,1947,1947,George,0
Derleth, Robert,1947,1947,Robert,0
Harris, Elmore,1947,1947,Elmore,0
Ratterman, George,1947,1956,George,9
Niles, Jerry,1947,1947,Jerry,0
Harris, Hank,1947,1948,Hank,1
Hartman, Fred,1947,1948,Fred,1
Barzilauskas, Fritz,1947,1951,Fritz,4
Bechtol, Hub,1947,1949,Hub,2
Wallace, Bev,1947,1951,Bev,4
Chase, Ben,1947,1947,Ben,0
Cannady, John,1947,1954,John,7
Bass, Bill,1947,1947,Bill,0
Nichols, Hamilton,1947,1951,Hamilton,4
Kasap, Mike,1947,1947,Mike,0
Golding, Joe,1947,1951,Joe,4
Negus, Fred,1947,1950,Fred,3
Faircloth, Art,1947,1948,Art,1
O'Brien, Bill,1947,1947,Bill,0
Garzoni, Mike,1947,1948,Mike,1
Kodba, Joe,1947,1947,Joe,0
Glamp, Joe,1947,1949,Joe,2
Davis, Paul,1947,1948,Paul,1
Iverson, Duke,1947,1951,Duke,4
Baldwin, Al,1947,1950,Al,3
Davis, Ralph,1947,1948,Ralph,1
Schneider, Leroy,1947,1947,Leroy,0
Watt, Joe,1947,1949,Joe,2
Getchell, Gorham,1947,1947,Gorham,0
Landrigan, Jim,1947,1947,Jim,0
Kelly, Bob,1947,1949,Bob,2
Elliott, Charlie,1947,1948,Charlie,1
Armstrong, Neill,1947,1951,Neill,4
Fenimore, Bob,1947,1947,Bob,0
Maskas, John,1947,1949,John,2
Satterfield, Al,1947,1947,Al,0
Anderson, Sugarfoot,1947,1947,Sugarfoot,0
Ivory, Bob,1947,1947,Bob,0
Pihos, Pete,1947,1955,Pete,8
Gillom, Horace,1947,1956,Horace,9
Mackrides, Bill,1947,1953,Bill,6
Tevis, Lee,1947,1948,Lee,1
Baldwin, Burr,1947,1949,Burr,2
Gallagher, Bernie,1947,1947,Bernie,0
Sacrinty, Nick,1947,1947,Nick,0
Wetz, Harlan,1947,1947,Harlan,0
Margucci, Joe,1947,1948,Joe,1
Reader, Russ,1947,1947,Russ,0
Barwegan, Dick,1947,1954,Dick,7
Cheverko, George,1947,1948,George,1
Handley, Dick,1947,1947,Dick,0
Masini, Len,1947,1948,Len,1
Thompson, Hal,1947,1948,Hal,1
Case, Ernie,1947,1947,Ernie,0
Gibson, Paul,1947,1949,Paul,2
Sabasteanski, Joe,1947,1949,Joe,2
Raimondi, Ben,1947,1947,Ben,0
Chipley, Bill,1947,1949,Bill,2
Allen, Ermal,1947,1947,Ermal,0
Hachten, Bill,1947,1947,Bill,0
Scalissi, Ted,1947,1947,Ted,0
Pacewic, Vince,1947,1947,Vince,0
Dean, Hal,1947,1949,Hal,2
Kerns, John,1947,1949,John,2
Tereshinski, Joe,1947,1954,Joe,7
Harris, Amos,1947,1948,Amos,1
Laurinaitis, Frank,1947,1947,Frank,0
Nickel, Elbie,1947,1957,Elbie,10
Phillips, Mike,1947,1947,Mike,0
Galvin, John,1947,1947,John,0
Scott, Vin,1947,1948,Vin,1
Piggott, Bert,1947,1947,Bert,0
Ecker, Ed,1947,1952,Ed,5
Andros, Plato,1947,1950,Plato,3
Allen, Eddie,1947,1947,Eddie,0
Davis, Van,1947,1949,Van,2
Gaudio, Bob,1947,1951,Bob,4
Campion, T.J.,1947,1947,T.J.,0
Marino, Vic,1947,1947,Vic,0
Vacanti, Sam,1947,1949,Sam,2
LeForce, Clyde,1947,1949,Clyde,2
Gehrke, Bruce,1948,1948,Bruce,0
Johnson, Farnham,1948,1948,Farnham,0
Eikenberg, Virgil,1948,1948,Virgil,0
O'Connor, Bill,1948,1951,Bill,3
Papach, George,1948,1949,George,1
Pipkin, Joyce,1948,1949,Joyce,1
Magliolo, Joe,1948,1948,Joe,0
Chappuis, Bob,1948,1949,Bob,1
Enke, Fred,1948,1954,Fred,6
Yagiello, Ray,1948,1949,Ray,1
Edwards, Dan,1948,1954,Dan,6
Fears, Tom,1948,1956,Tom,8
Ottele, Dick,1948,1948,Dick,0
Savitsky, George,1948,1949,George,1
Edwards, Weldon,1948,1948,Weldon,0
Girard, Jug,1948,1957,Jug,9
Tew, Lowell,1948,1949,Lowell,1
Gambino, Lu,1948,1949,Lu,1
Forkovitch, Nick,1948,1948,Nick,0
Magee, John,1948,1955,John,7
Leicht, Jake,1948,1949,Jake,1
Baumgardner, Joe Billy,1948,1948,Joe Billy,0
Marcolini, Hugo,1948,1948,Hugo,0
Earhart, Ralph,1948,1949,Ralph,1
Klasnic, John,1948,1948,John,0
Maggioli, Chick,1948,1950,Chick,2
Maves, Earl,1948,1948,Earl,0
Perry, Joe,1948,1963,Joe,15
Evans, Ray,1948,1948,Ray,0
Ford, Len,1948,1958,Len,10
Gilmer, Harry,1948,1956,Harry,8
Leonetti, Bob,1948,1948,Bob,0
Lawler, Al,1948,1948,Al,0
Layne, Bobby,1948,1962,Bobby,14
Davis, Bob,1948,1948,Bob,0
North, John,1948,1950,John,2
Malinowski, Gene,1948,1948,Gene,0
Lillywhite, Verl,1948,1951,Verl,3
Tittle, Y.A.,1948,1964,Y.A.,16
Hall, Forrest,1948,1948,Forrest,0
Venturelli, Fred,1948,1948,Fred,0
Jensen, Bob,1948,1950,Bob,2
Pfohl, Bob,1948,1949,Bob,1
Atwood, John,1948,1948,John,0
Sensanbaugher, Dean,1948,1949,Dean,1
Canady, Jim,1948,1949,Jim,1
Ravensberg, Bob,1948,1949,Bob,1
Parseghian, Ara,1948,1949,Ara,1
Barnes, Walt,1948,1951,Walt,3
Sarratt, Charley,1948,1948,Charley,0
Werder, Dick,1948,1948,Dick,0
Nelson, Frank,1948,1949,Frank,1
Scott, Joe,1948,1953,Joe,5
Callahan, Bob,1948,1948,Bob,0
Naumu, Johnny,1948,1948,Johnny,0
Nabors, Roland,1948,1948,Roland,0
Serini, Wash,1948,1952,Wash,4
Kosikowski, Frank,1948,1948,Frank,0
Whalen, Jerry,1948,1948,Jerry,0
Johnson, Glenn,1948,1949,Glenn,1
Evansen, Paul,1948,1948,Paul,0
Walker, Paul,1948,1948,Paul,0
Rickards, Paul,1948,1948,Paul,0
Owens, Ike,1948,1948,Ike,0
Garrett, Dub,1948,1950,Dub,2
Perantoni, Frank,1948,1949,Frank,1
Mancha, Vaughn,1948,1948,Vaughn,0
Chambers, Bill,1948,1949,Bill,1
Weinmeister, Arnie,1948,1953,Arnie,5
Rhodemyre, Jay,1948,1952,Jay,4
Davis, Jerry,1948,1952,Jerry,4
Keane, Tom,1948,1955,Tom,7
Johnson, Al,1948,1948,Al,0
Warren, Morrie,1948,1948,Morrie,0
Foldberg, Hank,1948,1949,Hank,1
Fennema, Carl,1948,1949,Carl,1
Samuelson, Carl,1948,1951,Carl,3
Casey, Tom,1948,1948,Tom,0
Schneider, Don,1948,1948,Don,0
Schnellbacher, Otto,1948,1951,Otto,3
Palmer, Les,1948,1948,Les,0
Lane, Clayton,1948,1948,Clayton,0
Allen, Carl,1948,1948,Carl,0
Layden, Pete,1948,1950,Pete,2
Hanlon, Bob,1948,1949,Bob,1
Sexton, Lin,1948,1948,Lin,0
Gompers, Bill,1948,1948,Bill,0
Gasparella, Joe,1948,1951,Joe,3
Jacobs, Marv,1948,1948,Marv,0
Ramsey, Knox,1948,1953,Knox,5
Flagerman, Jack,1948,1948,Jack,0
Mann, Bob,1948,1954,Bob,6
Fowler, Aubrey,1948,1948,Aubrey,0
Nuzum, Jerry,1948,1951,Jerry,3
Rapacz, Johnny,1948,1954,Johnny,6
Ellis, Larry,1948,1948,Larry,0
Parmer, Jim,1948,1956,Jim,8
Beil, Larry,1948,1948,Larry,0
Perrotti, Mike,1948,1949,Mike,1
Schuette, Carl,1948,1951,Carl,3
Quirk, Ed,1948,1951,Ed,3
Flanagan, Dick,1948,1955,Dick,7
Wedel, Dick,1948,1948,Dick,0
Yablonski, Vinnie,1948,1951,Vinnie,3
Cason, Jim,1948,1956,Jim,8
Paul, Don,1948,1955,Don,7
Johnson, Joe,1948,1948,Joe,0
Wedemeyer, Herman,1948,1949,Herman,1
Ettinger, Don,1948,1950,Don,2
Maloney, Ned,1948,1949,Ned,1
King, Ed,1948,1950,Ed,2
Urban, Gasper,1948,1948,Gasper,0
Nolan, John,1948,1950,John,2
Land, Fred,1948,1948,Fred,0
Sandifer, Dan,1948,1953,Dan,5
Agler, Bob,1948,1949,Bob,1
Olsonoski, Larry,1948,1949,Larry,1
Katrishen, Mike,1948,1949,Mike,1
Abbey, Joe,1948,1949,Joe,1
Erickson, Bill,1948,1949,Bill,1
Parker, Howie,1948,1948,Howie,0
Kissell, John,1948,1956,John,8
Gianelli, Mario,1948,1951,Mario,3
Sazio, Ralph,1948,1948,Ralph,0
Kisiday, George,1948,1948,George,0
Baxter, Lloyd,1948,1948,Lloyd,0
Camp, Jim,1948,1948,Jim,0
Hartley, Howard,1948,1952,Howard,4
Kelley, Ed,1949,1949,Ed,0
Aschenbrenner, Frank,1949,1949,Frank,0
Wham, Tom,1949,1951,Tom,2
Whaley, Ben,1949,1949,Ben,0
Rauch, John,1949,1951,John,2
Wendell, Marty,1949,1949,Marty,0
Petrovich, George,1949,1950,George,1
Taliaferro, George,1949,1955,George,6
Ferry, Lou,1949,1955,Lou,6
Garlin, Don,1949,1950,Don,1
Thomason, Bobby,1949,1957,Bobby,8
Olsen, Ralph,1949,1949,Ralph,0
Samuel, Don,1949,1950,Don,1
Page, Paul,1949,1949,Paul,0
Gibron, Abe,1949,1959,Abe,10
Ragunas, Vince,1949,1949,Vince,0
Lahr, Warren,1949,1959,Warren,10
Schroll, Bill,1949,1951,Bill,2
Ethridge, Joe,1949,1949,Joe,0
Weaver, John,1949,1949,John,0
Kennedy, Bob,1949,1949,Bob,0
Scott, Clyde,1949,1952,Clyde,3
Joe, Larry,1949,1949,Larry,0
Niemi, Laurie,1949,1953,Laurie,4
Johnson, Gil,1949,1949,Gil,0
Oristaglio, Bob,1949,1952,Bob,3
Fischer, Clete,1949,1949,Clete,0
Richeson, Ray,1949,1949,Ray,0
Salata, Paul,1949,1950,Paul,1
Ecklund, Brad,1949,1953,Brad,4
Panelli, John,1949,1953,John,4
Kalmanir, Tom,1949,1953,Tom,4
Jagade, Chick,1949,1955,Chick,6
Volz, Wilbur,1949,1949,Wilbur,0
Landry, Tom,1949,1955,Tom,6
Fischer, Bill,1949,1953,Bill,4
